timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1685605635913,1574,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605635913,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605636913,79370,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605636913,967,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605636913,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605637914,79368,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605637914,987,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605637914,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605638915,79369,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605638915,1933,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605638915,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605639916,79368,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605639916,2167,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605639916,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605640917,79368,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605640917,2323,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605640917,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605641918,79370,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605641918,1746,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605641918,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605642919,79368,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605642919,790,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605642919,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605643920,79367,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605643920,1753,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605643920,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605644921,79367,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605644921,1562,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605644921,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605645921,79367,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605645921,1966,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605645921,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605646921,79365,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605646921,1562,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605646921,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605647921,79361,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605647921,1559,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605647921,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605648921,79370,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605648921,1359,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605648921,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605649922,79368,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605649922,1966,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605649922,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605650922,79370,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605650922,2150,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605650922,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605651923,79368,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605651923,2162,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605651923,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605652923,79367,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605652923,1954,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605652923,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605653923,79522,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605653923,6852,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605653923,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605654924,79576,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605654924,2336,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605654924,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605655925,79574,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605655925,1559,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605655925,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605656925,79574,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605656925,1559,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605656925,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605657925,79573,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605657925,3131,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605657925,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605658925,79571,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605658925,1369,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605658925,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605659926,79572,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605659926,1942,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605659926,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605660927,79569,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605660927,2532,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605660927,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605661927,79571,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605661927,1743,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605661927,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605662927,79571,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605662927,1559,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605662927,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605663928,79573,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605663928,2342,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605663928,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605664928,79574,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605664928,3142,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605664928,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605665929,79575,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605665929,3125,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605665929,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605666929,79575,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605666929,1553,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605666929,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605667930,79575,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605667930,2363,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605667930,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605668930,79573,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605668930,1942,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605668930,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605669931,79573,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605669931,4294,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605669931,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605670931,79573,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605670931,2726,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605670931,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605671932,79566,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605671932,2535,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605671932,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605672932,79569,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605672932,3337,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605672932,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605673933,79568,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605673933,2319,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605673933,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605674933,79569,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605674933,1583,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605674933,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605675933,79569,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605675933,2341,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605675933,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605676933,79569,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605676933,3280,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605676933,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605677933,79570,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605677933,3119,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605677933,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605678933,79569,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605678933,2719,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605678933,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605679933,79567,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605679933,2554,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605679933,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605680934,79558,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605680934,2731,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605680934,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605681935,79575,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605681935,2943,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605681935,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605682935,79577,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605682935,4654,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605682935,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605683935,79581,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605683935,3526,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605683935,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605684935,79580,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605684935,3524,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605684935,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605685936,79581,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605685936,3312,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605685936,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
1685605686936,79580,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1685605686936,2141,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1685605686936,0,localhost Disks I/O,,,,,true,,0,0,0,0,null,0,0,0
